CustomerID,CustomerName,City,Email,Phone
227,Customer_227,giza,cust226@example.com,0126214371
228,Customer_228,Alexandria,cust227@example.com,0122564277
229,Customer_229,Cairo,cust228@example.com,0121434574
230,Customer_230,Cairo,,0116044677
231,Customer_231,cairo,,0116221884
232,Customer_232,giza,cust231@example.com,0105668683
233,Customer_233,CAIRO,cust232@example.com,0123446712
234,Customer_234,Cairo,cust233@example.com,
235,Customer_235,EGYPT,cust234@example.com,0107680476
236,Customer_236,alex,cust235@example.com,0104639271
237,Customer_237,Alexandria,cust236@example.com,0122196410
238,Customer_238,Cairo,cust237@example.com,0125805864
239,Customer_239,EGYPT,cust238@example.com,0114012050
240,Customer_240,EGYPT,cust239@example.com,0112263302
241,Customer_241,Alexandria,cust240@example.com,0127421142
242,Customer_242,CAIRO,cust241@example.com,0126939271
243,Customer_243,EGYPT,cust242@example.com,0111436037
244,Customer_244,alex,cust243@example.com,
245,Customer_245,EGYPT,cust244@example.com,0104444711
246,Customer_246,EGYPT,cust245@example.com,0112449285
247,Customer_247,EGYPT,cust246@example.com,0102499592
248,Customer_248,CAIRO,,0108664865
249,Customer_249,Cairo,cust248@example.com,0121183210
250,Customer_250,EGYPT,cust249@example.com,
251,Customer_251,giza,cust250@example.com,0101389783
252,Customer_252,Cairo,cust251@example.com,0122256509
253,Customer_253,CAIRO,cust252@example.com,
254,Customer_254,Egypt,cust253@example.com,0127268695
255,Customer_255,Cairo,cust254@example.com,0129158680
256,Customer_256,Cairo,cust255@example.com,0128569288
257,Customer_257,Giza,cust256@example.com,
258,Customer_258,cairo,cust257@example.com,0112286584
259,Customer_259,Giza,cust258@example.com,0126135951
260,Customer_260,alex,cust259@example.com,0117122621
261,Customer_261,cairo,cust260@example.com,
262,Customer_262,Alexandria,cust261@example.com,
263,Customer_263,Alexandria,cust262@example.com,0128785213
264,Customer_264,CAIRO,,0117754465
265,Customer_265,cairo,cust264@example.com,0117011053
266,Customer_266,Cairo,,0117751945
267,Customer_267,Alexandria,cust266@example.com,0102432606
268,Customer_268,EGYPT,cust267@example.com,0128163864
269,Customer_269,giza,cust268@example.com,
270,Customer_270,Cairo,cust269@example.com,0106708430
271,Customer_271,alex,cust270@example.com,0103557416
272,Customer_272,EGYPT,cust271@example.com,0127637808
273,Customer_273,EGYPT,cust272@example.com,0104294611
274,Customer_274,cairo,cust273@example.com,0102653285
275,Customer_275,CAIRO,cust274@example.com,0115910377
276,Customer_276,alex,cust275@example.com,
277,Customer_277,Alexandria,cust276@example.com,0104885757
278,Customer_278,cairo,cust277@example.com,0111664773
279,Customer_279,Alexandria,cust278@example.com,
280,Customer_280,cairo,cust279@example.com,0114688723
281,Customer_281,cairo,cust280@example.com,0129043851
282,Customer_282,cairo,cust281@example.com,0127932579
283,Customer_283,CAIRO,,0117244094
284,Customer_284,cairo,cust283@example.com,
285,Customer_285,Egypt,cust284@example.com,0117607496
286,Customer_286,giza,cust285@example.com,0126631423
287,Customer_287,Alexandria,cust286@example.com,0117486940
288,Customer_288,Cairo,,0121512188
289,Customer_289,Giza,cust288@example.com,0126228174
290,Customer_290,alex,cust289@example.com,
291,Customer_291,CAIRO,,0123667440
292,Customer_292,Cairo,cust291@example.com,0103764920
293,Customer_293,EGYPT,cust292@example.com,0118977002
294,Customer_294,Egypt,cust293@example.com,0111818496
295,Customer_295,Giza,cust294@example.com,0117671923
296,Customer_296,Cairo,cust295@example.com,0118934740
297,Customer_297,Cairo,cust296@example.com,0101688671
298,Customer_298,Egypt,cust297@example.com,0124410387
299,Customer_299,Giza,cust298@example.com,0117187499
300,Customer_300,EGYPT,cust299@example.com,0119430713
301,Customer_301,cairo,cust300@example.com,0123510306
302,Customer_302,Alexandria,cust301@example.com,0118043766
303,Customer_303,EGYPT,cust302@example.com,
304,Customer_304,cairo,cust303@example.com,0117803286
305,Customer_305,CAIRO,cust304@example.com,0124872542
306,Customer_306,giza,cust305@example.com,0104474375
307,Customer_307,alex,cust306@example.com,0112472619
308,Customer_308,alex,cust307@example.com,0121129088
309,Customer_309,Alexandria,cust308@example.com,0129120033
310,Customer_310,Giza,cust309@example.com,0128490037
311,Customer_311,Egypt,cust310@example.com,
312,Customer_312,Giza,,0127703432
313,Customer_313,Egypt,,0111404098
314,Customer_314,Giza,cust313@example.com,0102543073
315,Customer_315,giza,cust314@example.com,0114515175
316,Customer_316,CAIRO,,0109159789
317,Customer_317,CAIRO,,0127843587
318,Customer_318,cairo,cust317@example.com,0107254891
319,Customer_319,CAIRO,cust318@example.com,0117480757
320,Customer_320,CAIRO,cust319@example.com,0109728135
321,Customer_321,EGYPT,cust320@example.com,0104983429
322,Customer_322,EGYPT,cust321@example.com,0124319480
323,Customer_323,cairo,cust322@example.com,0119439550
324,Customer_324,Alexandria,cust323@example.com,0102609958
325,Customer_325,EGYPT,,
326,Customer_326,Alexandria,cust325@example.com,0101722878
327,Customer_327,Cairo,cust326@example.com,0115603334
328,Customer_328,EGYPT,cust327@example.com,0123280284
329,Customer_329,giza,,0101669855
330,Customer_330,cairo,cust329@example.com,
331,Customer_331,Cairo,cust330@example.com,0102872273
332,Customer_332,giza,,
333,Customer_333,giza,cust332@example.com,0116294368
334,Customer_334,giza,cust333@example.com,0123691573
335,Customer_335,Alexandria,cust334@example.com,0118515202
336,Customer_336,Giza,cust335@example.com,0125388410
337,Customer_337,Cairo,cust336@example.com,
338,Customer_338,Egypt,cust337@example.com,0109857831
339,Customer_339,Cairo,,0104151316
340,Customer_340,Giza,cust339@example.com,0108357911
341,Customer_341,Cairo,cust340@example.com,0123628738
342,Customer_342,CAIRO,cust341@example.com,0112076886
343,Customer_343,Egypt,cust342@example.com,0101811508
344,Customer_344,Giza,cust343@example.com,
345,Customer_345,Alexandria,cust344@example.com,0112588664
346,Customer_346,alex,cust345@example.com,
347,Customer_347,Giza,cust346@example.com,
348,Customer_348,cairo,cust347@example.com,0104020144
349,Customer_349,Giza,cust348@example.com,0122694041
350,Customer_350,CAIRO,cust349@example.com,0121314582
351,Customer_351,alex,cust350@example.com,0112836868
352,Customer_352,CAIRO,cust351@example.com,0127119338
353,Customer_353,alex,cust352@example.com,0101724268
354,Customer_354,cairo,cust353@example.com,0116900389
355,Customer_355,Alexandria,cust354@example.com,
356,Customer_356,CAIRO,cust355@example.com,0108842915
357,Customer_357,CAIRO,cust356@example.com,0124798823
358,Customer_358,giza,cust357@example.com,0127798571
359,Customer_359,alex,cust358@example.com,0105577812
360,Customer_360,EGYPT,,
361,Customer_361,alex,cust360@example.com,0122983287
362,Customer_362,giza,cust361@example.com,0109902468
363,Customer_363,Cairo,cust362@example.com,0104269548
364,Customer_364,alex,cust363@example.com,0111865811
365,Customer_365,Alexandria,,0108185765
366,Customer_366,giza,cust365@example.com,0101456914
367,Customer_367,Cairo,cust366@example.com,
368,Customer_368,Egypt,cust367@example.com,0105632962
369,Customer_369,giza,cust368@example.com,0127626883
370,Customer_370,Egypt,cust369@example.com,0128948484
371,Customer_371,CAIRO,cust370@example.com,
372,Customer_372,giza,cust371@example.com,0118363055
373,Customer_373,cairo,cust372@example.com,
374,Customer_374,Egypt,cust373@example.com,0119392651
375,Customer_375,Alexandria,cust374@example.com,0113846034
376,Customer_376,cairo,cust375@example.com,0116744996
377,Customer_377,Giza,cust376@example.com,0108765896
378,Customer_378,Giza,cust377@example.com,0106954488
379,Customer_379,Cairo,cust378@example.com,
380,Customer_380,CAIRO,cust379@example.com,0101410805
381,Customer_381,giza,cust380@example.com,0125054611
382,Customer_382,EGYPT,cust381@example.com,0105329323
383,Customer_383,Alexandria,cust382@example.com,0129630188
384,Customer_384,Egypt,cust383@example.com,0117755129
385,Customer_385,cairo,cust384@example.com,0126730233
386,Customer_386,Giza,cust385@example.com,0114277935
387,Customer_387,Alexandria,cust386@example.com,0117028866
388,Customer_388,EGYPT,cust387@example.com,0102104479
389,Customer_389,giza,cust388@example.com,0127805293
390,Customer_390,Cairo,cust389@example.com,
391,Customer_391,EGYPT,cust390@example.com,0125524354
392,Customer_392,Alexandria,cust391@example.com,0123629195
393,Customer_393,EGYPT,cust392@example.com,0127215945
394,Customer_394,Alexandria,cust393@example.com,0113771421
395,Customer_395,Alexandria,cust394@example.com,0124898179
396,Customer_396,alex,cust395@example.com,0129277721
397,Customer_397,Egypt,cust396@example.com,0108196817
398,Customer_398,Giza,cust397@example.com,
399,Customer_399,alex,cust398@example.com,0106711737
400,Customer_400,giza,cust399@example.com,0109574765
401,Customer_401,alex,,
402,Customer_402,CAIRO,cust401@example.com,
403,Customer_403,CAIRO,cust402@example.com,0103690576
404,Customer_404,Giza,cust403@example.com,0121169022
405,Customer_405,EGYPT,cust404@example.com,0111446383
406,Customer_406,Egypt,cust405@example.com,0116463699
407,Customer_407,Giza,cust406@example.com,0128600167
408,Customer_408,Alexandria,cust407@example.com,0104812532
409,Customer_409,cairo,cust408@example.com,0116164260
410,Customer_410,Egypt,cust409@example.com,0102025223
411,Customer_411,Egypt,cust410@example.com,
412,Customer_412,Alexandria,cust411@example.com,
413,Customer_413,Alexandria,cust412@example.com,0125984655
414,Customer_414,Cairo,cust413@example.com,0104501793
415,Customer_415,Giza,cust414@example.com,0122724035
416,Customer_416,Alexandria,cust415@example.com,0115932189
417,Customer_417,CAIRO,cust416@example.com,0114777873
418,Customer_418,giza,cust417@example.com,0101212488
419,Customer_419,cairo,cust418@example.com,0103594101
420,Customer_420,Giza,cust419@example.com,
421,Customer_421,CAIRO,cust420@example.com,0126266524
422,Customer_422,EGYPT,cust421@example.com,
423,Customer_423,Alexandria,cust422@example.com,0121552666
424,Customer_424,Alexandria,cust423@example.com,0101764719
425,Customer_425,Egypt,cust424@example.com,0115965168
426,Customer_426,CAIRO,cust425@example.com,0111040306
427,Customer_427,Egypt,cust426@example.com,0109972025
428,Customer_428,Cairo,cust427@example.com,0106515836
429,Customer_429,Egypt,cust428@example.com,0117166393
430,Customer_430,Cairo,cust429@example.com,0117448382
431,Customer_431,Cairo,cust430@example.com,0103944361
432,Customer_432,Alexandria,cust431@example.com,0114508798
433,Customer_433,EGYPT,cust432@example.com,0123784533
434,Customer_434,Egypt,cust433@example.com,0119983817
435,Customer_435,CAIRO,cust434@example.com,0106823881
436,Customer_436,Cairo,cust435@example.com,0129205050
437,Customer_437,Alexandria,cust436@example.com,0111404667
438,Customer_438,cairo,cust437@example.com,0113981885
439,Customer_439,Giza,cust438@example.com,
440,Customer_440,EGYPT,cust439@example.com,0107270817
441,Customer_441,alex,cust440@example.com,0109058622
442,Customer_442,cairo,cust441@example.com,0103887283
443,Customer_443,Giza,cust442@example.com,0119575731
444,Customer_444,cairo,,0127864360
445,Customer_445,Egypt,cust444@example.com,0127733243
446,Customer_446,Cairo,cust445@example.com,
447,Customer_447,EGYPT,cust446@example.com,0109449993
448,Customer_448,giza,cust447@example.com,
449,Customer_449,Cairo,cust448@example.com,0121253156
450,Customer_450,giza,cust449@example.com,0117242814
451,Customer_451,Giza,cust450@example.com,0111093111
452,Customer_452,Alexandria,cust451@example.com,0115315687
453,Customer_453,alex,cust452@example.com,0114050061
454,Customer_454,CAIRO,cust453@example.com,0103417476
455,Customer_455,Cairo,cust454@example.com,0127350878
456,Customer_456,EGYPT,cust455@example.com,0117447703
457,Customer_457,cairo,cust456@example.com,0112431752
458,Customer_458,EGYPT,cust457@example.com,0111895139
459,Customer_459,Giza,cust458@example.com,0112466669
460,Customer_460,giza,cust459@example.com,0119871942
461,Customer_461,cairo,cust460@example.com,0124915596
462,Customer_462,CAIRO,,0112076667
463,Customer_463,CAIRO,cust462@example.com,0107873505
464,Customer_464,Cairo,cust463@example.com,0129648047
465,Customer_465,Giza,,0129325080
466,Customer_466,Alexandria,,
467,Customer_467,Giza,cust466@example.com,0115063533
468,Customer_468,giza,cust467@example.com,0109419341
469,Customer_469,EGYPT,cust468@example.com,0112431548
470,Customer_470,CAIRO,cust469@example.com,0108279488
471,Customer_471,EGYPT,cust470@example.com,0129053538
472,Customer_472,EGYPT,cust471@example.com,0104738483
473,Customer_473,EGYPT,cust472@example.com,0128954484
474,Customer_474,CAIRO,cust473@example.com,0108845053
475,Customer_475,Egypt,cust474@example.com,0112115535
476,Customer_476,giza,cust475@example.com,0105743790
477,Customer_477,giza,cust476@example.com,
478,Customer_478,cairo,cust477@example.com,0111734444
479,Customer_479,Giza,cust478@example.com,0128757191
480,Customer_480,Giza,cust479@example.com,0106259308
481,Customer_481,alex,cust480@example.com,0109009821
482,Customer_482,Giza,cust481@example.com,0117049479
483,Customer_483,CAIRO,cust482@example.com,0113073537
484,Customer_484,Alexandria,cust483@example.com,0122901647
485,Customer_485,Cairo,cust484@example.com,0111390380
486,Customer_486,alex,cust485@example.com,0123041934
487,Customer_487,Cairo,cust486@example.com,0109285665
488,Customer_488,giza,cust487@example.com,0125283681
489,Customer_489,Cairo,cust488@example.com,0119936691
490,Customer_490,Cairo,,0113000317
491,Customer_491,alex,cust490@example.com,0106121632
492,Customer_492,cairo,cust491@example.com,0102686033
493,Customer_493,EGYPT,cust492@example.com,
494,Customer_494,Giza,cust493@example.com,0121306771
495,Customer_495,Giza,cust494@example.com,0124297608
496,Customer_496,CAIRO,cust495@example.com,0128424493
497,Customer_497,alex,cust496@example.com,0105521111
498,Customer_498,CAIRO,cust497@example.com,
499,Customer_499,Alexandria,cust498@example.com,0127009059
500,Customer_500,Alexandria,cust499@example.com,0112820289
501,Customer_501,CAIRO,,0129420192
502,Customer_502,alex,,0102804665
503,Customer_503,CAIRO,cust502@example.com,
504,Customer_504,Giza,cust503@example.com,0109176877
505,Customer_505,Egypt,cust504@example.com,0128291454
506,Customer_506,Cairo,cust505@example.com,0117601190
507,Customer_507,Egypt,cust506@example.com,0108303946
508,Customer_508,alex,,0126692208
509,Customer_509,Egypt,cust508@example.com,0103798369
510,Customer_510,Alexandria,cust509@example.com,0128828498
511,Customer_511,giza,cust510@example.com,0128596829
512,Customer_512,Cairo,cust511@example.com,
513,Customer_513,EGYPT,cust512@example.com,0125077089
514,Customer_514,alex,cust513@example.com,
515,Customer_515,Cairo,,0122398591
516,Customer_516,Egypt,cust515@example.com,0101960425
517,Customer_517,Alexandria,cust516@example.com,0126690298
518,Customer_518,cairo,cust517@example.com,
519,Customer_519,EGYPT,cust518@example.com,0109749033
520,Customer_520,Cairo,cust519@example.com,0104650451
521,Customer_521,Alexandria,,0127003009
522,Customer_522,Alexandria,cust521@example.com,0125194604
523,Customer_523,Egypt,cust522@example.com,0105293234
524,Customer_524,Giza,cust523@example.com,0127946530
525,Customer_525,Egypt,,0127825748
526,Customer_526,Giza,cust525@example.com,0103890968
527,Customer_527,Giza,cust526@example.com,0127562752
528,Customer_528,EGYPT,cust527@example.com,
529,Customer_529,Egypt,cust528@example.com,0101904106
530,Customer_530,cairo,cust529@example.com,0119911692
531,Customer_531,CAIRO,cust530@example.com,0126894040
532,Customer_532,CAIRO,cust531@example.com,0101235756
533,Customer_533,Egypt,cust532@example.com,0127390855
534,Customer_534,Egypt,cust533@example.com,0125918278
535,Customer_535,EGYPT,cust534@example.com,0123547574
536,Customer_536,Egypt,cust535@example.com,
537,Customer_537,Giza,cust536@example.com,0121498667
538,Customer_538,Alexandria,cust537@example.com,
539,Customer_539,Alexandria,cust538@example.com,0106271242
540,Customer_540,Giza,cust539@example.com,0107985586
541,Customer_541,alex,cust540@example.com,
542,Customer_542,Giza,cust541@example.com,0105796402
543,Customer_543,cairo,cust542@example.com,0111959951
544,Customer_544,giza,cust543@example.com,0112201549
545,Customer_545,Cairo,cust544@example.com,0114618968
546,Customer_546,Giza,cust545@example.com,0125832144
547,Customer_547,Egypt,cust546@example.com,0114767671
548,Customer_548,Egypt,,0123223447
549,Customer_549,EGYPT,cust548@example.com,
550,Customer_550,Giza,cust549@example.com,0119872443
551,Customer_551,EGYPT,cust550@example.com,0122028711
552,Customer_552,Giza,cust551@example.com,0121493842
553,Customer_553,Cairo,cust552@example.com,0107093046
554,Customer_554,giza,cust553@example.com,0122675222
555,Customer_555,Alexandria,,0115828678
556,Customer_556,CAIRO,cust555@example.com,0126663028
557,Customer_557,Giza,cust556@example.com,0105559973
558,Customer_558,giza,cust557@example.com,0109519837
559,Customer_559,Alexandria,cust558@example.com,0117776033
560,Customer_560,alex,cust559@example.com,0115965148
561,Customer_561,Cairo,cust560@example.com,0121687890
562,Customer_562,EGYPT,cust561@example.com,0118611702
563,Customer_563,EGYPT,cust562@example.com,0124900508
564,Customer_564,Egypt,cust563@example.com,0129566231
565,Customer_565,Alexandria,cust564@example.com,0127918703
566,Customer_566,alex,cust565@example.com,0114453545
567,Customer_567,giza,cust566@example.com,0109973682
568,Customer_568,Cairo,cust567@example.com,
569,Customer_569,Alexandria,cust568@example.com,0119317982
570,Customer_570,alex,cust569@example.com,0104042431
